암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,문소아청소년과의원,의원,경기도,남양주시,"경기도 남양주시 진접읍 해밀예당1로 79-1, 2층 202호",소아청소년과,2014-02-12
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,문안과의원,의원,경기도,수원시 팔달구,경기도 수원시 팔달구 정조로 764 (팔달로3가),안과,1996-01-06
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,문이비인후과의원,의원,경기도,평택시,"경기도 평택시 이충로35번길 22, 304호 (이충동, 뜨란프라자)",이비인후과,2007-04-17
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,문정신건강의학과의원,의원,경기도,광명시,"경기도 광명시 범안로 1055, 3층 301호 (하안동, 세일빌딩)",정신건강의학과,1992-03-03
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjEwMDIjNjEjJDEjJDAjJDgz,문중돈내과의원,의원,경기도,하남시,"경기도 하남시 하남대로 806, 2~4층 (신장동, 새하남빌딩)",내과,2005-04-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,문혜경산부인과의원,의원,경기도,고양시 일산동구,"경기도 고양시 일산동구 숲속마을1로 73, 402호 (풍동, 신성메디칼타운)",산부인과,2006-10-20
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNTEjJDEjJDYjJDgz,문화의원,의원,경기도,의정부시,경기도 의정부시 평화로 613 (의정부동),일반의,1988-12-19
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,문환철내과의원,의원,경기도,파주시,"경기도 파주시 조리읍 고봉로 1039, 아트텔 3층 302호",내과,2001-01-03
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,뮤즈의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 권광로 197, 5층 (인계동)",일반의,2020-10-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQyIyQzIyQwMCQzNjEyMjIjNTEjJDEjJDYjJDgz,뮤즈의원,의원,경기도,화성시,"경기도 화성시 동탄대로 557-9, 우성르보아시티 B동 601~603호 (오산동)",일반의,2021-11-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ2MiQzNjE0ODEjNjEjJDEjJDgjJDgz,뮤즈의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 고잔로 108, 대동조이월드 3층 304,305호 (고잔동)",일반의,2022-08-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,미가피부과의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 죽전로 20 (보정동, 죽전누리에뜰207호)",피부과,2011-02-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,미강정신건강의학과의원,의원,경기도,광명시,"경기도 광명시 오리로 861, 2층 201호 (철산동, 대성빌딩)",정신건강의학과,2008-03-31
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNzEjJDEjJDgjJDgz,미금 유앤아이피부과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 돌마로 86, 엘레강스프라자 201~207호 (구미동)",피부과,2025-04-30
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,미금더튼튼의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 돌마로 67, 금산젬월드 103호 (금곡동)",일반의,2023-11-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,미금동안마녀의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 돌마로 75, 미금프라자 2층 206호 (금곡동)",일반의,2021-05-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,미금메이퓨어의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 성남대로 151, 분당엠코헤리츠 208,209호 (구미동)",일반의,2017-05-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ5MiQyNjE0ODEjNDEjJDEjJDQjJDgz,미금밴스의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 돌마로 86, 엘레강스프라자 801, 803호 (구미동)",일반의,2025-01-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz,미금본닥터정형외과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 돌마로 87, 골드프라자 5층 501호 (금곡동)",정형외과,2022-09-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3MiQzNjE4MzIjODEjJDEjJDIjJDgz,미금성모의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 돌마로90번길 4, 206호 (구미동, 엘레강스프라자)",일반의,1999-06-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,미나벨라여성의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 동백중앙로 352 (동백동, 신동백빌딩)",일반의,2011-09-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQyIyQzIyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz,미나여성의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 성남대로 349, 403호 (정자동, 시그마타워)",일반의,2014-01-08
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,미뉴얼의원,의원,경기도,화성시,"경기도 화성시 동탄순환대로 263, 409~410호 (산척동)",일반의,2025-03-07
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQwMyQyNjEwMDIjNjEjJDEjJDQjJDgz,미더스메디칼의원,의원,경기도,김포시,경기도 김포시 양촌읍 양곡2로 25,일반의,2013-06-12
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,미드라쉬정형외과의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 성복2로 38, 521호 (성복동)",정형외과,2021-05-03
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,미드림성형외과의원,의원,경기도,수원시 영통구,"경기도 수원시 영통구 중부대로 288, 3층 (매탄동, 홍신빌딩)",성형외과,2000-05-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,미드림의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 부일로 727, 3층 (역곡동)",일반의,2009-04-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,미드림의원,의원,경기도,안성시,"경기도 안성시 공도읍 공도4로 3, 3층 (우성메디컬프라자)",일반의,2011-04-25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5MiQyNjEyMjIjNTEjJDEjJDYjJDgz,미드림의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 광덕3로 167, 301,302호 (고잔동, 신영프라자)",일반의,2008-06-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,미드림의원,의원,경기도,포천시,"경기도 포천시 중앙로 139, 4층 402호 (신읍동)",일반의,2013-08-05
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,미라보의원,의원,경기도,화성시,"경기도 화성시 봉담읍 상리중심상가길 28-18, 5층 일부",일반의,2025-02-24
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,미라클 병원,병원,경기도,성남시 분당구,"경기도 성남시 분당구 매화로 39, 광명조합상가 2~5층 (야탑동)",일반의,2023-09-25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz,미라클성장소아청소년과의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 시민대로 280, 평촌샤르망2오피스텔 302-1,303호 (관양동)",소아청소년과,2023-06-09
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,미라클의원,의원,경기도,화성시,"경기도 화성시 영통로 14-10, 토마토프라자 201,202,203호 (반월동)",일반의,2007-10-26
JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,미래365소아청소년과 의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 신원로 32, 미래메디컬 빌딩 301,303,401,503호 (신원동)",소아청소년과,2016-02-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ3MiQyNjEwMDIjNTEjJDEjJDIjJDgz,미래가정의학과의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 성남대로1148번길 2, 소평빌딩 4층 (성남동)",가정의학과,2021-05-25
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,미래내과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 유산길 22, 2층 (내유동)",내과,2010-05-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,미래내과의원,의원,경기도,용인시 처인구,"경기도 용인시 처인구 모현읍 오포로 106, 2층",내과,2016-12-05
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz,미래로마취통증의학과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 산성대로 537, 1,2,5층 (양지동)",마취통증의학과,2021-09-12
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz,미래로소아과의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 상동로 113, 308~309호 (상동, 승재프라자)",소아청소년과,2003-01-03
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz,미래로연합외과의원,의원,경기도,이천시,"경기도 이천시 이섭대천로 1203, 3층 (중리동, 하나빌딩)",외과,2014-11-26
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,미래마디튼튼의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 성남대로 1142, 3층 (성남동)",일반의,2021-11-18
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDAjJDgz,미래마취통증의학과의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 구성로 98 (언남동, 구성빌딩)",마취통증의학과,2003-04-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,미래마취통증의학과의원,의원,경기도,고양시 일산동구,"경기도 고양시 일산동구 고봉로 266, 5층 (중산동)",마취통증의학과,2019-03-06
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,미래산부인과의원,의원,경기도,광주시,경기도 광주시 곤지암읍 평촌길 39,산부인과,2004-11-09
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQwMyQyNjE0ODEjNTEjJDEjJDYjJDgz,미래성모이비인후과의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 산성대로 526, 가동 2층 1호 (은행동)",이비인후과,2014-09-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz,미래소아과의원,의원,경기도,의정부시,"경기도 의정부시 청사로 37, 404호 (금오동, 신세계프라자)",소아청소년과,2008-05-29
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4MiQyNjEwMDIjNzEjJDEjJDgjJDgz,미래소아청소년과의원,의원,경기도,광주시,"경기도 광주시 오포읍 양벌로 208, 청우빌딩 1층",소아청소년과,1990-06-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQxMyQyNjE0ODEjNjEjJDEjJDgjJDgz,미래소아청소년과의원,의원,경기도,김포시,"경기도 김포시 사우중로 77, 2층 (북변동, 삼정프라자)",소아청소년과,1999-04-23
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,미래소아청소년과의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 기흥역로 63, 3층 (구갈동, 힐스테이트 기흥)",소아청소년과,2018-11-27
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDAjJDgz,미래신경과의원,의원,경기도,광주시,"경기도 광주시 중앙로 95-3, 7층 (역동)",신경과,2001-12-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,미래신경과의원,의원,경기도,부천시 소사구,"경기도 부천시 소사구 송내대로 38, 4,5층 (송내동)",신경과,2002-02-04
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,미래신경정신과의원,의원,경기도,안양시 만안구,"경기도 안양시 만안구 안양로 253, 3층 (안양동, 신양빌딩)",정신건강의학과,2006-06-02
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQyIyQ5IyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,미래아이소아과의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 동백중앙로 352 (동백동, 신동백빌딩 301호)",소아청소년과,2006-07-03
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQyIyQ3IyQwMCQzNjEwMDIjODEjJDEjJDIjJDgz,미래안과의원,의원,경기도,광명시,"경기도 광명시 금하로 458, 웅신아트 3층 306,307호 (소하동)",안과,2020-12-23
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz,미래여성산부인과의원,의원,경기도,광명시,"경기도 광명시 범안로 1062, 천일빌딩 1~4층, 6층 (하안동)",산부인과,1995-03-03
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQyIyQzIyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz,미래여성의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 동수원로 232, 센터블스파 2층 (권선동)",일반의,2021-02-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,미래여성의원,의원,경기도,파주시,"경기도 파주시 후곡로 19, 2층 (금촌동)",일반의,2018-05-01
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,미래연세내과의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 만현로 113, 402,403호 (상현동, 미래프라자)",내과,2005-11-30
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,미래연세의원,의원,경기도,안양시 만안구,"경기도 안양시 만안구 안양천서로 177, 지하1층 (안양동, 래미안안양메가트리아)",일반의,2009-06-30
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz,미래연합의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 보배4길 1, 2층 (고잔동)",일반의,2016-04-19
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz,미래외과의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 덕영대로1201번길 8, 4층 (권선동, 남수원메드빌)",외과,2001-09-24
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz,미래의원,의원,경기도,하남시,"경기도 하남시 신장로 170, 2~4층 (덕풍동)",일반의,2013-09-04
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,미래의원,의원,경기도,안산시 상록구,"경기도 안산시 상록구 샘골로 144, 201~202호 (본오동, 유경빌딩)",일반의,2003-11-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,미래의원,의원,경기도,김포시,경기도 김포시 풍무로 105 (풍무동),일반의,2008-06-25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz,미래의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 예현로 45 (서천동, 천일프라자 301호)",일반의,2008-08-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,미래의원,의원,경기도,화성시,"경기도 화성시 우정읍 조암남로 39, 3층",일반의,2020-03-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,미래이비인후과소아청소년과의원,의원,경기도,평택시,"경기도 평택시 비전5로 20-24, 312,313호 (비전동)",이비인후과,2020-02-21
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ5OSQzNjE4MzIjODEjJDEjJDYjJDgz,미래이비인후과의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 동말로 84 (화서동,화서프라자 302호)",이비인후과,2001-01-30
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,미래이비인후과의원,의원,경기도,부천시 소사구,"경기도 부천시 소사구 범안로 227, 서영아너시티 206호 (옥길동)",이비인후과,2001-01-30
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz,미래이비인후과의원,의원,경기도,의왕시,"경기도 의왕시 모락로 16, 307호 (오전동, 현대프라자)",이비인후과,2002-02-25
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,미래이비인후과의원,의원,경기도,하남시,"경기도 하남시 대청로 33, 704호 (신장동, 현대베스코아빌딩)",이비인후과,2006-04-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,미래이비인후과의원,의원,경기도,고양시 일산서구,"경기도 고양시 일산서구 중앙로 1574, 402호 (대화동, 월드프라자)",이비인후과,2004-04-13
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,미래이비인후과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 판교역로 231, 219,220호 (삼평동, 에이치스퀘어 에스동)",이비인후과,2012-01-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz,미래정신건강의학과의원,의원,경기도,화성시,"경기도 화성시 떡전골로 72-3, 4층 402호 (병점동)",정신건강의학과,2007-03-21
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDQjJDgz,미래정신과의원,의원,경기도,군포시,"경기도 군포시 산본로323번길 16-25, 401호 (산본동, 삼일빌딩)",정신건강의학과,1993-12-23
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz,미러의원,의원,경기도,수원시 영통구,"경기도 수원시 영통구 센트럴타운로 85, C104호 (이의동, 광교c1호반베르디움)",일반의,2015-01-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,미르비뇨의학과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 중앙로 442, 아성프라자 203, 204호 (행신동)",비뇨의학과,2021-02-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,미르소아청소년과의원,의원,경기도,시흥시,"경기도 시흥시 은계번영길 9, 골드웨이Ⅰ 5층 510~511호 (은행동)",소아청소년과,2021-02-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz,미르피부과의원,의원,경기도,의왕시,"경기도 의왕시 내손로 82, 내손 신성프라자 501,502호 (내손동)",피부과,2019-05-13
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,미리내의원,의원,경기도,평택시,"경기도 평택시 송탄로 71, 가온프라자 2층 (이충동)",일반의,2010-08-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,미리본의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 성복2로 230, 2층 (성복동)",일반의,2016-06-22
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,미모산부인과의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 고잔로 76, 303호 (고잔동, 영풍맘모스프라자)",산부인과,2005-05-30
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,미모아피부과의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 동백죽전대로 444 (중동, 쥬네브썬월드빌딩)",피부과,2007-03-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,미모아피부과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 돌마로 67, 309호 (금곡동, 금산젬월드)",피부과,2001-08-04
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz,미몽피부과의원,의원,경기도,구리시,"경기도 구리시 장자대로 74, 502호 (수택동, 새롬프라자 8차)",피부과,2002-01-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNTEjJDEjJDIjJDgz,미밸런스의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 권율대로 685, SIB타워 5층 501~505호 (원흥동)",일반의,2020-04-09
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz,미사나무내과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로 222, 402호403호 (망월동)",내과,2016-09-23
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,미사늘편한내과의원,의원,경기도,하남시,"경기도 하남시 미사강변남로 87, 스타파크 406호 (망월동)",내과,2018-10-08
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,미사도담의원,의원,경기도,하남시,"경기도 하남시 미사대로 520, 현대지식산업센터 한강미사2차 C동 3층 342~343호 (덕풍동)",일반의,2016-07-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,미사드림의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 73, 미사강변 노블레스 513,514,515호 (망월동)",일반의,2018-06-29
