ym,1w_mean,2w_mean,3w_mean,4w_mean
202106,19.685714285714287,21.7,21.37142857142857,23.333333333333332
202107,24.142857142857142,25.87142857142857,28.32857142857143,29.57
202108,27.342857142857145,26.914285714285715,25.271428571428572,23.380000000000003
202109,22.52857142857143,23.785714285714285,23.542857142857144,21.477777777777778
202110,21.571428571428573,19.0,10.799999999999999,13.76
202111,13.614285714285714,7.314285714285715,10.442857142857141,4.866666666666666
202112,3.471428571428571,4.571428571428571,2.7857142857142856,-3.66
202201,-2.3285714285714287,-3.242857142857143,-3.7428571428571433,-0.19999999999999998
202202,-3.3428571428571425,1.8285714285714287,-4.214285714285714,0.6714285714285714
202203,3.5285714285714285,7.985714285714286,6.085714285714286,8.459999999999999
202204,8.642857142857142,14.714285714285714,12.171428571428573,15.255555555555556
202205,15.242857142857144,16.842857142857145,17.014285714285712,18.619999999999997
202206,20.771428571428572,21.614285714285717,21.24285714285714,23.555555555555557
202207,27.2,25.457142857142856,24.857142857142858,27.060000000000002
202208,27.2,24.728571428571428,25.97142857142857,22.63
202209,22.62857142857143,23.542857142857144,23.157142857142855,19.555555555555557
202210,17.585714285714285,13.842857142857143,13.257142857142856,13.23
202211,9.785714285714286,12.514285714285714,11.428571428571429,7.622222222222222
202212,-0.7428571428571428,1.242857142857143,-5.271428571428571,-4.177777777777778
202301,-1.3857142857142857,3.6,-2.8857142857142857,-4.46
202302,0.11428571428571432,2.585714285714286,1.5999999999999999,1.9714285714285715
202303,6.071428571428571,8.385714285714286,6.714285714285714,10.2
202304,13.571428571428571,11.057142857142859,13.214285714285714,12.844444444444443
202305,16.142857142857142,15.957142857142857,19.585714285714285,19.68
202306,19.714285714285715,20.67142857142857,22.37142857142857,23.788888888888888
202307,25.11428571428571,24.47142857142857,25.17142857142857,27.26
202308,29.014285714285712,26.25714285714286,27.5,24.47
202309,26.37142857142857,24.385714285714283,22.785714285714285,21.288888888888888
202310,17.7,17.5,14.828571428571427,15.63
202311,15.771428571428572,4.942857142857143,5.528571428571429,2.566666666666667
202312,3.814285714285714,8.657142857142857,-5.771428571428571,-0.97
202401,1.4714285714285715,-0.5,1.0999999999999999,-3.2699999999999996
202402,1.7142857142857142,4.085714285714286,4.242857142857143,3.2375
202403,2.9857142857142853,4.771428571428571,6.328571428571428,9.72
202404,12.942857142857141,15.085714285714285,14.014285714285714,15.833333333333334
202405,15.928571428571429,15.714285714285714,16.82857142857143,18.380000000000003
202406,20.785714285714285,22.271428571428572,23.8,23.744444444444444
202407,23.82857142857143,24.814285714285713,25.614285714285717,27.55
202408,29.057142857142857,29.271428571428572,29.614285714285717,27.860000000000003
202409,25.942857142857143,27.171428571428574,26.3,22.77777777777778
202410,17.071428571428573,19.02857142857143,17.0,15.419999999999998
202411,13.157142857142857,13.657142857142857,9.314285714285715,4.822222222222222
202412,3.357142857142857,0.8857142857142858,-0.5,0.2
202501,0.3285714285714286,-3.8285714285714287,0.7714285714285715,-0.08000000000000004
202502,-5.042857142857143,-1.4000000000000001,-0.6,1.2285714285714284
202503,4.6,6.885714285714286,5.2,9.120000000000001
202504,8.885714285714286,9.557142857142855,14.414285714285715,14.044444444444444
202505,12.542857142857143,16.114285714285714,17.857142857142858,18.7
202506,20.12857142857143,21.74285714285714,22.428571428571427,23.37777777777778
202507,26.542857142857144,28.571428571428573,24.142857142857142,29.360000000000003
202508,27.842857142857145,26.042857142857144,27.571428571428573,28.03
202509,26.385714285714283,24.5,22.014285714285712,21.533333333333335
202510,20.385714285714283,18.814285714285713,15.228571428571428,12.6
202511,10.842857142857143,11.071428571428571,6.585714285714286,8.488888888888889
