지점,지점명,일시,일강수량
112,인천,2024-08-16,0
112,인천,2024-08-20,0
112,인천,2024-08-21,66.3
112,인천,2024-08-22,.6
112,인천,2024-08-23,.4
112,인천,2024-08-25,0
112,인천,2024-08-27,.2
112,인천,2024-09-02,3.9
112,인천,2024-09-05,4.5
112,인천,2024-09-06,.1
112,인천,2024-09-11,3.9
112,인천,2024-09-12,16.8
112,인천,2024-09-13,10.6
112,인천,2024-09-16,12.1
112,인천,2024-09-20,56.9
112,인천,2024-09-21,13.7
112,인천,2024-09-25,0
112,인천,2024-09-26,.4
112,인천,2024-10-01,2.2
112,인천,2024-10-06,.1
112,인천,2024-10-10,0
112,인천,2024-10-14,0
112,인천,2024-10-15,.5
112,인천,2024-10-18,67.4
112,인천,2024-10-19,.3
112,인천,2024-10-21,.3
112,인천,2024-10-22,11
112,인천,2024-10-23,.2
112,인천,2024-10-27,0
112,인천,2024-10-28,0
112,인천,2024-10-29,.1
112,인천,2024-11-14,.1
112,인천,2024-11-15,.1
112,인천,2024-11-16,5.8
112,인천,2024-11-20,.7
112,인천,2024-11-21,0
112,인천,2024-11-26,21.7
112,인천,2024-11-27,25.1
112,인천,2024-11-28,8.5
112,인천,2024-11-29,.2
112,인천,2024-11-30,0
112,인천,2024-12-01,2.3
112,인천,2024-12-03,0
112,인천,2024-12-04,0
112,인천,2024-12-05,.6
112,인천,2024-12-14,0
112,인천,2024-12-15,0
112,인천,2024-12-16,0
112,인천,2024-12-20,.2
112,인천,2024-12-21,1.9
112,인천,2024-12-25,0
112,인천,2024-12-26,0
112,인천,2024-12-27,0
112,인천,2025-01-03,0
112,인천,2025-01-05,7.8
112,인천,2025-01-06,2.6
112,인천,2025-01-08,0
112,인천,2025-01-09,0
112,인천,2025-01-13,.3
112,인천,2025-01-14,0
112,인천,2025-01-16,0
112,인천,2025-01-26,0
112,인천,2025-01-27,6.2
112,인천,2025-01-28,1
112,인천,2025-01-29,0
112,인천,2025-01-31,1.7
112,인천,2025-02-06,.6
112,인천,2025-02-07,.4
112,인천,2025-02-12,2.5
112,인천,2025-03-01,.5
112,인천,2025-03-02,10.6
112,인천,2025-03-03,7.8
112,인천,2025-03-04,1.8
112,인천,2025-03-05,0
112,인천,2025-03-12,.2
112,인천,2025-03-15,0
112,인천,2025-03-16,0
112,인천,2025-03-17,2.9
112,인천,2025-03-18,2.1
112,인천,2025-03-24,0
112,인천,2025-03-27,.6
112,인천,2025-03-29,0
112,인천,2025-03-30,0
112,인천,2025-04-02,0
112,인천,2025-04-05,17.7
112,인천,2025-04-09,.6
112,인천,2025-04-10,0
112,인천,2025-04-12,26.2
112,인천,2025-04-13,1.6
112,인천,2025-04-14,7.6
112,인천,2025-04-17,0
112,인천,2025-04-19,10.2
112,인천,2025-04-22,42.3
112,인천,2025-05-01,20.4
112,인천,2025-05-02,0
112,인천,2025-05-03,9.2
112,인천,2025-05-09,20.6
112,인천,2025-05-10,10.5
112,인천,2025-05-14,0
112,인천,2025-05-15,.7
112,인천,2025-05-16,30.1
112,인천,2025-05-17,3.4
112,인천,2025-05-19,0
112,인천,2025-05-20,0
112,인천,2025-05-22,.1
112,인천,2025-05-23,1.2
112,인천,2025-05-24,2
112,인천,2025-05-28,0
112,인천,2025-06-02,0
112,인천,2025-06-07,0
112,인천,2025-06-08,0
112,인천,2025-06-09,0
112,인천,2025-06-10,0
112,인천,2025-06-13,1.2
112,인천,2025-06-15,8.9
112,인천,2025-06-16,13
112,인천,2025-06-19,.2
112,인천,2025-06-20,113.5
112,인천,2025-06-21,.1
112,인천,2025-06-24,2.1
112,인천,2025-06-25,7.8
112,인천,2025-06-26,.3
112,인천,2025-06-27,0
112,인천,2025-06-28,.5
112,인천,2025-06-29,.3
112,인천,2025-07-01,.7
112,인천,2025-07-03,0
112,인천,2025-07-07,0
112,인천,2025-07-08,1.7
112,인천,2025-07-09,0
112,인천,2025-07-13,.2
112,인천,2025-07-14,15.1
112,인천,2025-07-15,25
112,인천,2025-07-16,64
112,인천,2025-07-17,55.7
112,인천,2025-07-18,14.7
112,인천,2025-07-19,52.4
112,인천,2025-07-20,30.1
112,인천,2025-07-21,.5
112,인천,2025-08-01,0
112,인천,2025-08-03,3.1
112,인천,2025-08-04,.9
112,인천,2025-08-06,7.3
112,인천,2025-08-09,0
112,인천,2025-08-13,189.9
112,인천,2025-08-14,31
112,인천,2025-08-15,60.7
112,인천,2025-08-17,0
112,인천,2025-08-18,0
112,인천,2025-08-19,0
112,인천,2025-08-20,0
112,인천,2025-08-25,4.2
112,인천,2025-08-26,10
112,인천,2025-08-29,2.3
112,인천,2025-08-30,.8
112,인천,2025-08-31,0
112,인천,2025-09-01,10.8
112,인천,2025-09-04,35.7
112,인천,2025-09-06,17.5
112,인천,2025-09-07,0
112,인천,2025-09-08,0
112,인천,2025-09-09,0
112,인천,2025-09-12,5.6
112,인천,2025-09-13,36.7
112,인천,2025-09-16,17
112,인천,2025-09-17,51.9
112,인천,2025-09-19,13.8
112,인천,2025-09-20,30.5
112,인천,2025-09-24,25.3
112,인천,2025-09-25,.6
112,인천,2025-09-28,48.5
112,인천,2025-10-01,3.2
112,인천,2025-10-03,2.2
112,인천,2025-10-04,0
112,인천,2025-10-05,7.7
112,인천,2025-10-06,37.8
112,인천,2025-10-07,7.1
112,인천,2025-10-08,0
112,인천,2025-10-09,.4
112,인천,2025-10-10,26.1
112,인천,2025-10-11,21.2
112,인천,2025-10-12,.3
112,인천,2025-10-13,20.9
112,인천,2025-10-14,.1
112,인천,2025-10-15,3.8
112,인천,2025-10-16,1.3
112,인천,2025-10-17,14.4
112,인천,2025-10-18,9.4
112,인천,2025-10-26,1.3
112,인천,2025-10-31,.5
112,인천,2025-11-01,1.1
112,인천,2025-11-16,.2
112,인천,2025-11-25,4.1
112,인천,2025-11-27,11.4
112,인천,2025-11-29,0
112,인천,2025-11-30,0
112,인천,2025-12-04,1
112,인천,2025-12-06,.2
112,인천,2025-12-11,15.5
112,인천,2025-12-13,8.3
112,인천,2025-12-14,0
112,인천,2025-12-16,.7
112,인천,2025-12-20,.3
112,인천,2025-12-23,10.3
112,인천,2025-12-27,0
112,인천,2025-12-28,1
112,인천,2025-12-29,.7
112,인천,2025-12-30,0
112,인천,2025-12-31,0
